row,scale,fit_x_slope,fit_x_offset,fit_y_slope,fit_y_offset,expected_if_sx_plus_sm1,kernel,input,sci,excursion,star,psr_tag,psr,wht_min,wht_max,wht_neg_frac,estimate,tag,coverage,sci_stats,n,wht_pos_min,iscale,output_level,area_normalised_total,input_total,output_area_normalised,ratio,exps,measured_rate,expected_rate,region,native_pos_frac,sup_pos_frac,both_frac,native_not_sup_frac,sup_not_native_frac,n_eff,sci_max_both,sci_max_native_only,sci_equal,wht_equal,max_diff,total_exptime
footprint,,,,,,,square,,,"{""valid_support_pixels"": 14848, ""sci_min"": 0.0, ""sci_max"": 200.00001525878906, ""below_input_min"": 0.0, ""above_input_max"": 1.52587890625e-05, ""overshoot_factor_max"": 1.0000000762939454, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.0}",,,,,,0.0,,translated,0.7160493827160493,"{""min"": 0.0, ""max"": 200.00001525878906, ""mean"": 89.83410819371551, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.00001525878906, ""neg_frac"": 0.0, ""pos_frac"": 0.45534336419753085, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,square,,,"{""valid_support_pixels"": 17862, ""sci_min"": 0.0, ""sci_max"": 200.00003051757812, ""below_input_min"": 0.0, ""above_input_max"": 3.0517578125e-05, ""overshoot_factor_max"": 1.0000001525878905, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.0}",,,,,,0.0,,rotated,0.8614004629629629,"{""min"": 0.0, ""max"": 200.00003051757812, ""mean"": 87.53680341332085, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.00001525878906, ""neg_frac"": 0.0, ""pos_frac"": 0.44232253086419754, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,square,,,"{""valid_support_pixels"": 17002, ""sci_min"": 0.0, ""sci_max"": 200.00003051757812, ""below_input_min"": 0.0, ""above_input_max"": 3.0517578125e-05, ""overshoot_factor_max"": 1.0000001525878905, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.0}",,,,,,0.0,,rot_trans,0.8199266975308642,"{""min"": 0.0, ""max"": 200.00003051757812, ""mean"": 95.65578681642407, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.00001525878906, ""neg_frac"": 0.0, ""pos_frac"": 0.48249421296296297, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,lanczos2,,,"{""valid_support_pixels"": 14848, ""sci_min"": 0.0, ""sci_max"": 200.0, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.0}",,,,,,0.0,,translated,0.7160493827160493,"{""min"": 0.0, ""max"": 200.0, ""mean"": 88.88888888888889, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.0, ""p99"": 200.0, ""neg_frac"": 0.0, ""pos_frac"": 0.4444444444444444, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,lanczos2,,,"{""valid_support_pixels"": 7728, ""sci_min"": -46.325225830078125, ""sci_max"": 280.61968994140625, ""below_input_min"": -46.325225830078125, ""above_input_max"": 80.61968994140625, ""overshoot_factor_max"": 1.4030984497070313, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.0009057971014492754}",,,,,,0.4876543209876543,,rotated,0.3726851851851852,"{""min"": -625.5716552734375, ""max"": 455.2703552246094, ""mean"": 87.41413758706882, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.00001525878906, ""neg_frac"": 0.002025462962962963, ""pos_frac"": 0.43894675925925924, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,lanczos2,,,"{""valid_support_pixels"": 7347, ""sci_min"": -75.00605010986328, ""sci_max"": 864.4400024414062, ""below_input_min"": -75.00605010986328, ""above_input_max"": 664.4400024414062, ""overshoot_factor_max"": 4.322200012207031, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.0008166598611678236}",,,,,,0.46358989197530864,,rot_trans,0.3543113425925926,"{""min"": -507.87017822265625, ""max"": 864.4400024414062, ""mean"": 95.39848191733833, ""median"": 0.0, ""p1"": 0.0, ""p5"": -0.0, ""p95"": 200.00001525878906, ""p99"": 200.00001525878906, ""neg_frac"": 0.0018325617283950616, ""pos_frac"": 0.4786361882716049, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,lanczos3,,,"{""valid_support_pixels"": 15093, ""sci_min"": 0.0, ""sci_max"": 200.0, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.0}",,,,,,0.0,,translated,0.7278645833333334,"{""min"": 0.0, ""max"": 200.0, ""mean"": 92.01388810556612, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.0, ""p99"": 200.0, ""neg_frac"": 0.0, ""pos_frac"": 0.47251157407407407, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,lanczos3,,,"{""valid_support_pixels"": 8098, ""sci_min"": -1109.1407470703125, ""sci_max"": 7795.564453125, ""below_input_min"": -1109.1407470703125, ""above_input_max"": 7595.564453125, ""overshoot_factor_max"": 38.977822265625, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.007409236848604593}",,,,,,0.48963155864197533,,rotated,0.39052854938271603,"{""min"": -1109.1407470703125, ""max"": 7795.564453125, ""mean"": 89.69628373382231, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.0000762939453, ""neg_frac"": 0.008150077160493827, ""pos_frac"": 0.4527874228395062, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
footprint,,,,,,,lanczos3,,,"{""valid_support_pixels"": 7719, ""sci_min"": -2384.91455078125, ""sci_max"": 388.731201171875, ""below_input_min"": -2384.91455078125, ""above_input_max"": 188.731201171875, ""overshoot_factor_max"": 1.943656005859375, ""undershoot_factor_min"": null, ""neg_frac_on_support"": 0.006995724834823164}",,,,,,0.4663869598765432,,rot_trans,0.3722511574074074,"{""min"": -2384.91455078125, ""max"": 864.7398071289062, ""mean"": 98.00164285520549, ""median"": 0.0, ""p1"": 0.0, ""p5"": 0.0, ""p95"": 200.00001525878906, ""p99"": 200.00006103515625, ""neg_frac"": 0.007619598765432099, ""pos_frac"": 0.49508101851851855, ""nonfinite"": 0.0}",,,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 10.0, ""sci_max"": 1010.0, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,1,8.480870235088767e-18,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 10.0, ""sci_max"": 1010.0, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,2,8.480870235088767e-18,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 9.999999046325684, ""sci_max"": 991.6654663085938, ""below_input_min"": -9.5367431640625e-07, ""above_input_max"": -18.33453369140625, ""overshoot_factor_max"": 0.9818469963451423, ""undershoot_factor_min"": 0.9999999046325684, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,4,8.480870235088767e-18,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 9.999995231628418, ""sci_max"": 675.662109375, ""below_input_min"": -4.76837158203125e-06, ""above_input_max"": -334.337890625, ""overshoot_factor_max"": 0.668972385519802, ""undershoot_factor_min"": 0.9999995231628418, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,16,8.480870235088767e-18,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,square,,,"{""valid_support_pixels"": 20449, ""sci_min"": 9.999995231628418, ""sci_max"": 197.99716186523438, ""below_input_min"": -4.76837158203125e-06, ""above_input_max"": -812.0028381347656, ""overshoot_factor_max"": 0.19603679392597462, ""undershoot_factor_min"": 0.9999995231628418, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,64,8.480870235088767e-18,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos2,,,"{""valid_support_pixels"": 20449, ""sci_min"": 10.0, ""sci_max"": 1010.0, ""below_input_min"": 0.0, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,1,4.0690758851269493e-07,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos2,,,"{""valid_support_pixels"": 13585, ""sci_min"": 10.0, ""sci_max"": 1010.0000610351562, ""below_input_min"": 0.0, ""above_input_max"": 6.103515625e-05, ""overshoot_factor_max"": 1.0000000604308479, ""undershoot_factor_min"": 1.0, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,2,0.0005606607301160693,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos2,,,"{""valid_support_pixels"": 20306, ""sci_min"": 9.999990463256836, ""sci_max"": 1013.9285888671875, ""below_input_min"": -9.5367431640625e-06, ""above_input_max"": 3.9285888671875, ""overshoot_factor_max"": 1.0038896919477105, ""undershoot_factor_min"": 0.9999990463256836, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,4,0.0007473952719010413,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos2,,,"{""valid_support_pixels"": 20306, ""sci_min"": 9.999996185302734, ""sci_max"": 677.8809204101562, ""below_input_min"": -3.814697265625e-06, ""above_input_max"": -332.11907958984375, ""overshoot_factor_max"": 0.6711692281288676, ""undershoot_factor_min"": 0.9999996185302734, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,16,0.0007473952719010413,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos2,,,"{""valid_support_pixels"": 20306, ""sci_min"": 9.999996185302734, ""sci_max"": 197.99732971191406, ""below_input_min"": -3.814697265625e-06, ""above_input_max"": -812.0026702880859, ""overshoot_factor_max"": 0.196036960110806, ""undershoot_factor_min"": 0.9999996185302734, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,64,0.0007473952719010413,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos3,,,"{""valid_support_pixels"": 20736, ""sci_min"": 9.999999046325684, ""sci_max"": 1010.0, ""below_input_min"": -9.5367431640625e-07, ""above_input_max"": 0.0, ""overshoot_factor_max"": 1.0, ""undershoot_factor_min"": 0.9999999046325684, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,1,4.260773778241855e-08,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos3,,,"{""valid_support_pixels"": 13824, ""sci_min"": 9.999998092651367, ""sci_max"": 1007.5515747070312, ""below_input_min"": -1.9073486328125e-06, ""above_input_max"": -2.44842529296875, ""overshoot_factor_max"": 0.9975758165416151, ""undershoot_factor_min"": 0.9999998092651368, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,2,1.549201783745957e-06,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos3,,,"{""valid_support_pixels"": 20592, ""sci_min"": 9.998239517211914, ""sci_max"": 1017.9937133789062, ""below_input_min"": -0.0017604827880859375, ""above_input_max"": 7.99371337890625, ""overshoot_factor_max"": 1.0079145677018875, ""undershoot_factor_min"": 0.9998239517211914, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,4,1.549201783745957e-06,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos3,,,"{""valid_support_pixels"": 20592, ""sci_min"": 9.99953842163086, ""sci_max"": 681.1124267578125, ""below_input_min"": -0.000461578369140625, ""above_input_max"": -328.8875732421875, ""overshoot_factor_max"": 0.6743687393641707, ""undershoot_factor_min"": 0.9999538421630859, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,16,1.549201783745957e-06,,,,,,,,,,,,,,,,,,,,,,
dither,,,,,,,lanczos3,,,"{""valid_support_pixels"": 20592, ""sci_min"": 9.9998779296875, ""sci_max"": 197.997314453125, ""below_input_min"": -0.0001220703125, ""above_input_max"": -812.002685546875, ""overshoot_factor_max"": 0.19603694500309407, ""undershoot_factor_min"": 0.99998779296875, ""neg_frac_on_support"": 0.0}",,,,,,,,,,,64,1.549201783745957e-06,,,,,,,,,,,,,,,,,,,,,,
iscale,1,,,,,,,,,,,,,,,,,iscale1,,,,,1.0,100.0,102400.0,102400.0,,,,,,,,,,,,,,,,,,
iscale,1,,,,,,,,,,,,,,,,,iscale_s2,,,,,1.0,100.0,102400.0,102400.0,,,,,,,,,,,,,,,,,,
iscale,1,,,,,,,,,,,,,,,,,iscale_1_over_s2,,,,,1.0,100.0,102400.0,102400.0,,,,,,,,,,,,,,,,,,
iscale,3,,,,,,,,,,,,,,,,,iscale1,,,,,1.0,100.0,100277.796875,102400.0,,,,,,,,,,,,,,,,,,
iscale,3,,,,,,,,,,,,,,,,,iscale_s2,,,,,9.0,900.0,902500.0,102400.0,,,,,,,,,,,,,,,,,,
iscale,3,,,,,,,,,,,,,,,,,iscale_1_over_s2,,,,,0.1111111111111111,11.111113548278809,11141.9765625,102400.0,,,,,,,,,,,,,,,,,,
pointflux_square,1,,,,,,,,,,,,,,,,,,,,,,,,,9.047786712646484,9.047786712646484,1.0,,,,,,,,,,,,,,,,
pointflux_square,2,,,,,,,,,,,,,,,,,,,,,,,,,9.047786712646484,9.047786712646484,1.0,,,,,,,,,,,,,,,,
pointflux_square,3,,,,,,,,,,,,,,,,,,,,,,,,,9.047786712646484,9.047787136501736,1.0000000468462913,,,,,,,,,,,,,,,,
pointflux_square,4,,,,,,,,,,,,,,,,,,,,,,,,,9.047786712646484,9.047786712646484,1.0,,,,,,,,,,,,,,,,
exposure_mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10.0, 30.0]",100.0,100.0,,,,,,,,,,,,,
exposure_mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10.0, 20.0, 30.0]",100.0,100.0,,,,,,,,,,,,,
weighting,,,,,,,square,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.25,,,,,,,,,,,,
weighting,,,,,,,square,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,1.0,,,,,,,,,,,,
support,,,,,,,square,,,,,,,,,,,,,,,,,,,,,,,,,,0.9861593364197531,0.9861593364197531,0.9861593364197531,0.0,0.0,20449.0,5010.0,,,,,
support,,,,,,,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,0.9861593364197531,0.9861593364197531,0.9861593364197531,0.0,0.0,20449.0,5010.0,,,,,
support,,,,,,,lanczos3,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9861593364197531,0.9861593364197531,0.013840663580246914,0.0,20449.0,5010.0,10.000000953674316,,,,
resume_x3,,,,,,,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0,15.0
resume_x3,,,,,,,lanczos2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,0.0,15.0
