key,kernel,scale,input,weighting,n_frames,pixel_scale_ratio,iscale,exptime,pixfrac,positive_support_fraction,sci_on_support_mean,sci_on_support_neg_fraction,sci_on_support_extreme_p99_abs,sci_min,sci_max,sci_mean,sci_median,sci_p1,sci_p5,sci_p95,sci_p99,sci_negative_fraction,sci_positive_fraction,sci_zero_fraction,sci_nonfinite_fraction,wht_min,wht_max,wht_mean,wht_median,wht_p1,wht_p5,wht_p95,wht_p99,wht_negative_fraction,wht_positive_fraction,wht_zero_fraction,wht_nonfinite_fraction
square_s3_D,square,3,D,off,1,,1.0,1.0,1.0,1.0,150.00177001953125,0.0,150.10205078125,149.83338928222656,150.16615295410156,150.0017663439115,150.0019073486328,149.8919677734375,149.93371200561523,150.0709991455078,150.10205078125,0.0,1.0,0.0,0.0,0.02777777798473835,0.1111111119389534,0.10995671860473522,0.1111111119389534,0.0555555559694767,0.1111111119389534,0.1111111119389534,0.1111111119389534,0.0,1.0,0.0,0.0
lanczos2_s3_C,lanczos2,3,C,off,1,,1.0,1.0,1.0,0.5555555555555556,100.625,0.0,200.0,0.0,200.0,101.04166666666667,150.0,0.0,0.0,200.0,200.0,0.0,0.5104166666666666,0.4895833333333333,0.0,-0.07282517105340958,0.32691702246665955,0.11518208484176284,0.016222786158323288,-0.07282517105340958,-0.07282517105340958,0.32691702246665955,0.32691702246665955,0.4444444444444444,0.5555555555555556,0.0,0.0
lanczos2_s3_D,lanczos2,3,D,off,1,,1.0,1.0,1.0,0.5555555555555556,150.0017547607422,0.0,150.11465454101562,149.83338928222656,150.16615295410156,150.00176619821124,150.0019073486328,149.89195251464844,149.93369674682617,150.07098388671875,150.10205078125,0.0,1.0,0.0,0.0,-0.07282517105340958,0.32691702246665955,0.11518208484176284,0.016222786158323288,-0.07282517105340958,-0.07282517105340958,0.32691702246665955,0.32691702246665955,0.4444444444444444,0.5555555555555556,0.0,0.0
lanczos3_s3_C,lanczos3,3,C,off,1,,1.0,1.0,1.0,0.5555555555555556,100.625,0.0,200.0,0.0,200.00001525878906,101.04166496379509,146.1360740661621,0.0,0.0,200.00001525878906,200.00001525878906,0.0,0.5208333333333334,0.4791666666666667,0.0,-0.17048388719558716,0.39813345670700073,0.10988439255318856,0.07300253957509995,-0.17048388719558716,-0.17048388719558716,0.39813345670700073,0.39813345670700073,0.4444444444444444,0.5555555555555556,0.0,0.0
lanczos3_s3_D,lanczos3,3,D,off,1,,1.0,1.0,1.0,0.5555555555555556,150.0017547607422,0.0,150.10560607910156,149.84010314941406,150.16017150878906,150.00176195965872,150.00230407714844,149.89924240112305,149.93722915649414,150.0661392211914,150.09666748046874,0.0,1.0,0.0,0.0,-0.17048388719558716,0.39813345670700073,0.10988439255318856,0.07300253957509995,-0.17048388719558716,-0.17048388719558716,0.39813345670700073,0.39813345670700073,0.4444444444444444,0.5555555555555556,0.0,0.0
E_square_s2_n1,square,2,E,off,1,,1.0,1.0,1.0,1.0,49.99152374267578,0.0,50.07156753540039,49.83742904663086,50.11223602294922,49.99152781069279,49.99249458312988,49.90505882263184,49.93383865356445,50.04731979370117,50.07156639099121,0.0,1.0,0.0,0.0,0.0625,0.25,0.24224853515625,0.25,0.125,0.125,0.25,0.25,0.0,1.0,0.0,0.0
E_lanczos2_s2_n1,lanczos2,2,E,off,1,,1.0,1.0,1.0,1.0,49.99152755737305,0.0,50.07156753540039,49.83742904663086,50.11223602294922,49.99152770265937,49.99249267578125,49.905057945251464,49.933838081359866,50.04731979370117,50.07156639099121,0.0,1.0,0.0,0.0,4.0690758851269493e-07,1.0,0.25061834081321843,0.0012757861986756325,8.138151770253899e-07,1.6276303540507797e-06,1.0,1.0,0.0,1.0,0.0,0.0
E_square_s2_n2,square,2,E,off,2,,1.0,1.0,1.0,1.0,49.99152374267578,0.0,50.07156753540039,49.83742904663086,50.11223602294922,49.99152783676982,49.99249458312988,49.90505882263184,49.93383865356445,50.04731979370117,50.07156639099121,0.0,1.0,0.0,0.0,0.125,0.5,0.4844970703125,0.5,0.25,0.25,0.5,0.5,0.0,1.0,0.0,0.0
E_lanczos2_s2_n2,lanczos2,2,E,off,2,,1.0,1.0,1.0,1.0,49.99153137207031,0.0,50.07156753540039,49.83742904663086,50.11223602294922,49.9915293045342,49.99249267578125,49.905057945251464,49.933838081359866,50.04731979370117,50.07156639099121,0.0,1.0,0.0,0.0,8.138151770253899e-07,2.0,0.5012366816263369,0.002551572397351265,1.6276303540507797e-06,3.2552602533542085e-06,2.0,2.0,0.0,1.0,0.0,0.0
E_square_s2_n4,square,2,E,off,4,,1.0,1.0,1.0,1.0,49.99152374267578,0.0,50.07156753540039,49.83742904663086,50.11223602294922,49.99152771756053,49.99249458312988,49.90505882263184,49.93383865356445,50.04732036590576,50.07156639099121,0.0,1.0,0.0,0.0,0.25,1.0,0.968994140625,1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0
E_lanczos2_s2_n4,lanczos2,2,E,off,4,,1.0,1.0,1.0,1.0,49.99153137207031,0.0,50.07156753540039,49.83742904663086,50.11223602294922,49.991530187428,49.992496490478516,49.905057945251464,49.933838081359866,50.04731979370117,50.07156639099121,0.0,1.0,0.0,0.0,1.6276303540507797e-06,4.0,1.0024733632525606,0.00510314479470253,3.2552602533542085e-06,6.510520051961066e-06,4.0,4.0,0.0,1.0,0.0,0.0
E_square_s2_n16,square,2,E,off,16,,1.0,1.0,1.0,1.0,49.99152374267578,0.0,50.071563720703125,49.83742141723633,50.112239837646484,49.991527400910854,49.99249458312988,49.90505207061768,49.93384685516357,50.04732532501221,50.07156227111816,0.0,1.0,0.0,0.0,1.0,4.0,3.8759765625,4.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0
E_lanczos2_s2_n16,lanczos2,2,E,off,16,,1.0,1.0,1.0,1.0,49.99153137207031,0.0,50.071563720703125,49.83742141723633,50.112239837646484,49.99153267592192,49.99249839782715,49.90505908966065,49.93384857177735,50.047326469421385,50.07156227111816,0.0,1.0,0.0,0.0,6.510520051961066e-06,16.0,4.009893448590589,0.020412569865584373,1.3021045560890343e-05,2.60420983977383e-05,16.0,16.0,0.0,1.0,0.0,0.0
E_square_s2_n64,square,2,E,off,64,,1.0,1.0,1.0,1.0,49.99153137207031,0.0,50.07157516479492,49.83740997314453,50.112247467041016,49.99152868613601,49.99247741699219,49.90507175445557,49.933852958679196,50.04728393554687,50.07157699584961,0.0,1.0,0.0,0.0,4.0,16.0,15.50390625,16.0,8.0,8.0,16.0,16.0,0.0,1.0,0.0,0.0
